row_id,col_id,unit_id,cell_size,x1,x2,x3,x4,x5,z1,z2,d,y
1,1,1,4,1.12002933319,-0.401374033627,1.24051498359,-0.404243325561,1.66357714425,0.920708771405,0.970209914229,2.1720441364,3.37724788069
1,1,2,4,0.927018281474,0.330477409344,2.14678395262,-2.0533186286,1.07334672778,0.392558629647,0.6974674645,1.66758679818,3.5485959825
1,1,3,4,0.800338477642,0.0333460694021,1.45925801703,-0.552699155275,1.94996704642,0.409613712089,1.04947082218,1.87275742927,2.56033623015
1,1,4,4,0.676452241792,-0.0427226235268,1.40790838663,-1.94919511842,1.27893655078,0.420239211981,1.08170533196,1.51700174875,2.61720094762
1,2,1,1,1.37240779718,-0.822933747947,0.945000130281,0.432557838899,0.475873981212,0.327787497421,1.32293765348,2.02838554353,3.45899216131
1,3,1,3,-0.57454262482,-0.59956433739,-0.41133281054,-0.277041887141,0.0865757886735,-0.347570838212,1.90543450033,-0.30471382026,-0.265087083418
1,3,2,3,-0.896147537186,-1.26557726252,0.0779457855139,0.313944618041,-0.063157558625,-0.824606037089,1.84508926027,-0.0231369762606,0.637709052915
1,3,3,3,0.159202814146,-1.14591114582,0.398213530303,-0.14712871779,-0.0011410307968,0.244988178273,2.09972874486,-0.267795897889,-0.327422236095
1,4,1,2,0.262990194512,0.879442914095,-0.535619912936,-2.21481783224,1.12214939336,-0.975218970173,1.052325241,0.0864303338152,-1.34732823779
1,4,2,2,0.316630357606,0.342930861472,-0.439335283909,-0.46140897214,1.37673833743,0.313885733801,1.11234532492,2.54774569831,1.67647053402
1,5,1,2,1.90514715221,1.04999050213,-0.596431833577,-0.663237259596,-0.24112339117,-0.318808230383,-0.211578421865,2.34548743046,4.01109612419
1,5,2,2,0.816887558508,0.728510420883,0.0198751970578,-0.254808111525,0.518495110326,-1.12772886934,0.617777072389,1.6610204812,3.2035373078
1,6,1,4,-1.7858036068,1.66041559879,0.777299170339,-1.54456535051,-0.756968278943,-0.646196341598,0.257249014835,-1.21650048442,-3.93629218719
1,6,2,4,-0.924787623827,1.57383644558,1.46914026703,-0.912498150375,0.480444852704,0.267425254506,0.609382160023,1.26424680126,0.520401090538
1,6,3,4,-1.01372865428,1.12261414747,1.16617533687,-1.1681360593,0.273284437239,0.102769604784,0.7409509412,0.030447123902,-1.52897316962
1,6,4,4,-2.00500769085,1.30957825147,1.99620395675,-0.776025005335,0.408005179056,0.317514625068,0.437522579665,1.91230739005,2.20405893702
1,7,1,1,-1.03309127408,-0.478153843146,-1.23858904155,-1.86859542461,0.676112939381,0.489963883872,0.824604738298,1.12142012566,1.80361068091
1,8,1,3,0.801289956668,0.368506173133,-0.624759382748,-1.03433788446,0.333843069252,0.458314811537,0.65900156567,1.10037300935,2.11519349258
1,8,2,3,0.195173509988,0.554750246711,-0.725720736681,-0.846934334287,0.31135238956,-0.0811030027118,1.09188463726,1.2453037654,2.55030118396
1,8,3,3,0.113798259554,-0.247997344442,-1.26570782414,-0.295152467759,1.51982740442,0.830323584027,-0.504553444265,1.39173554369,3.38826955828
1,9,1,4,1.20288844163,-0.280251536487,0.184260113637,-2.54075276162,1.10245238621,0.0146877566404,-0.451873494643,-0.120058442112,0.787924106172
1,9,2,4,1.16059886383,-0.0677823879142,0.271366784884,-2.23460856045,0.474133343799,-0.937125316001,0.859663250833,-0.022742118346,0.59540360839
1,9,3,4,0.109793717726,-0.287405549566,0.0600887946115,-2.1217422755,0.75867351708,-1.33239249663,0.760967907373,-0.997026444141,-0.315043014361
1,9,4,4,0.724695048058,-0.169460845047,0.950448913718,-2.21081497799,0.754171635276,-1.13215081735,0.645453206224,-1.11564869262,-1.50450379879
1,10,1,4,-0.19635914749,-1.08685488742,-2.38917158834,-0.299352384363,0.502654299941,0.168860530528,-0.275528583488,0.799853519151,2.18960869081
1,10,2,4,-0.214366648479,-0.685781783452,-1.41146475414,-0.353859728272,1.13701551796,-0.273666539564,0.203263585448,1.48918987749,1.50629276364
1,10,3,4,1.23309143198,0.00708070778067,-0.439761466488,-1.30132452231,0.743286227307,-0.81896182116,0.940151022963,1.13160117524,1.55744298459
1,10,4,4,1.58178130409,0.559270880115,-0.73720452565,-0.298020559807,0.736547417107,-0.217148050723,0.0253788409151,0.963798311046,1.63254678651
1,11,1,4,-1.2688929338,-0.877755366147,-0.36390086812,-0.164364772037,-0.436788567935,-0.585303584491,1.95287926435,0.616053028064,0.0346043748532
1,11,2,4,-0.0946506440889,-0.559042459177,-0.906274937019,-0.248505031016,0.408972580623,-0.493801178956,0.788880192255,0.418602717546,-0.102107246782
1,11,3,4,-0.302319088664,-0.896607324875,-0.970804876204,-0.0975535938921,0.0437602340848,-0.0429302118917,1.81111962023,1.09050177377,1.18262513189
1,11,4,4,-0.825369569275,-1.97206639392,-0.0210102306946,-0.833885521315,-0.320560690292,-0.45579193885,1.50670831636,0.481464369427,0.162625747772
1,12,1,3,-0.500771919256,-0.358566570763,0.563755231368,-0.446078490347,-0.0156951512891,-0.299232141496,0.718545191541,-0.370616203018,-1.80823302956
1,12,2,3,-0.818515288535,0.0812185786881,0.838835105381,-0.340527383891,0.666227071616,-1.29184768587,1.54004813872,0.574452112696,-0.427560156166
1,12,3,3,-0.720721573418,-0.29434473335,0.800334827122,0.867460932051,0.966335721909,-0.108084504004,2.34300918102,0.748744684654,-0.702019054309
1,13,1,4,-1.69751834257,-1.94522192026,1.70995630143,-0.770373295258,-0.244888124293,-1.82901970154,0.27246472575,-2.92204190947,-1.76130811486
1,13,2,4,-0.472104619779,-1.51830869399,1.7207780996,-0.598896170859,1.48441388786,-0.878438034259,0.0706831218388,-1.57074303639,-0.998658932331
1,13,3,4,-1.56388805452,-2.01937136458,2.17322202761,-0.102680149677,0.558280542614,-0.147913766002,-1.53850124097,-2.47314884844,-0.894983299338
1,13,4,4,-1.00318923932,-1.00916283041,1.65664204083,-0.714956318336,0.349159499778,-2.40118741361,-0.690747363181,-2.94970413318,-2.86691368779
1,14,1,4,-1.32811917658,0.120357547447,1.88962584432,0.572023146684,0.333106308743,-0.560546044294,0.77902122105,-0.662631032784,-1.01949458639
1,14,2,4,-1.92250103004,-0.200446025638,1.7763198141,-0.729848694373,0.684385236736,-1.21142239179,0.176886252072,-1.36312957844,-1.81454291805
1,14,3,4,-1.67881241618,-0.424737727359,1.27619661584,-0.984787906135,0.850205375708,-1.39372505061,0.635401821996,-1.3465543047,-1.64514939251
1,14,4,4,-2.24182155287,-0.0943791074919,1.47660032604,-1.04883176686,0.77763309874,-1.15437583706,1.50639141244,-0.651706495125,-2.03113305446
1,15,1,2,-1.38870295041,0.563308117426,1.18888719572,-2.6284520623,1.19773494967,-0.674339413153,-1.11473475635,-3.27556661548,-4.90894005231
1,15,2,2,-0.522471719684,-0.39334759356,1.04432494943,-1.80697300794,1.07067483146,-0.016749211654,-1.16409395533,-2.55886995454,-2.94622795612
